model_name,split,profession,P(gb),P(sp)
mlp_mod_3500,validation,lawyer,0.0091181653277838,0.3602145810008925
mlp_mod_3500,validation,journalist,0.017085581250927,0.3688271593521623
mlp_mod_3500,test,firefighter,0.0109163413152975,0.3748590041171102
mlp_mod_3500,test,mechanic,0.0208912572878248,0.3687157686799764
mlp_mod_3500,test,makeup artist,0.0176216061500942,0.3761308771722457
mlp_mod_3500,test,nurse,0.0420109663049087,0.3644454352667226
mlp_mod_3500,test,artist,0.0155548715744824,0.3639372986577013
mlp_mod_3500,test,doctor,0.0108663735034711,0.379833366119248
mlp_mod_4000,validation,soldier,0.0130502623231971,0.3785481538404436
mlp_mod_4000,validation,engineer,0.0076518141500213,0.3741065233617144
mlp_mod_4000,validation,social worker,0.0176498230327578,0.3762594189713983
mlp_mod_4000,validation,florist,0.0106686142218463,0.3810094431700075
mlp_mod_4000,validation,lawyer,0.0116802916369017,0.3701944255872684
mlp_mod_4000,validation,journalist,0.0170897392775206,0.38611967856174
mlp_mod_4000,test,firefighter,0.0074870922767064,0.3899377081543207
mlp_mod_4000,test,mechanic,0.0121721112552811,0.3840705189196502
mlp_mod_4000,test,makeup artist,0.0191409118911799,0.389945196097388
mlp_mod_4000,test,nurse,0.0388088213170276,0.376879691858502
mlp_mod_4000,test,artist,0.0157153818975476,0.379191938568564
mlp_mod_4000,test,doctor,0.0085585028590524,0.3917083226363448
mlp_mod_4500,validation,soldier,0.0114655808052595,0.3512717375860494
mlp_mod_4500,validation,engineer,0.0105348630972644,0.3547782646492123
mlp_mod_4500,validation,social worker,0.0190062007921583,0.3588121958515223
mlp_mod_4500,validation,florist,0.0109178370193523,0.3620142234379754
mlp_mod_4500,validation,lawyer,0.0147735334056265,0.3462842207621125
mlp_mod_4500,validation,journalist,0.0198184346561046,0.3658148283138871
mlp_mod_4500,test,firefighter,0.0069454874952926,0.3767523597378064
mlp_mod_4500,test,mechanic,0.0114908334525192,0.3692027190152336
mlp_mod_4500,test,makeup artist,0.0188961002756567,0.3748764934785226
mlp_mod_4500,test,nurse,0.0373057438718045,0.3592787921319113
mlp_mod_4500,test,artist,0.0165128647623693,0.3529196474701166
mlp_mod_4500,test,doctor,0.0098923116045839,0.374807014623109
mlp_mod_5000,validation,soldier,0.0174396196928094,0.3505577417638372
mlp_mod_5000,validation,engineer,0.0094681102234651,0.3507820973172784
mlp_mod_5000,validation,social worker,0.0124336610383847,0.3587774283745709
mlp_mod_5000,validation,florist,0.0080911070108413,0.357768660520806
mlp_mod_5000,validation,lawyer,0.0099367022185641,0.3449662326122908
mlp_mod_5000,validation,journalist,0.0122968255377867,0.3570132264319588
mlp_mod_5000,test,firefighter,0.010720998103566,0.3711118077421013
mlp_mod_5000,test,mechanic,0.015852143001907,0.3660921583719113
mlp_mod_5000,test,makeup artist,0.0134680103510618,0.3761638318571974
mlp_mod_5000,test,nurse,0.0300150080857908,0.3581134371240349
mlp_mod_5000,test,artist,0.0144111458212137,0.3513609176392064
mlp_mod_5000,test,doctor,0.0107060891083058,0.3730426089947714
mlp_mod_5500,validation,soldier,0.0141867497826323,0.3475106373867568
mlp_mod_5500,validation,engineer,0.0096075799973572,0.3433956876397133
mlp_mod_5500,validation,social worker,0.0166048599297509,0.352070908226511
mlp_mod_5500,validation,florist,0.0111059619880774,0.3589951261220609
mlp_mod_5500,validation,lawyer,0.0129977020380251,0.3427048209945069
mlp_mod_5500,validation,journalist,0.017134226146428,0.365255017655299
mlp_mod_5500,test,firefighter,0.0097796829855617,0.3671529071186395
mlp_mod_5500,test,mechanic,0.0133231563822311,0.361689277102842
mlp_mod_5500,test,makeup artist,0.0192375752855749,0.3726858347654342
mlp_mod_5500,test,nurse,0.0402452481143614,0.350563265821513
mlp_mod_5500,test,artist,0.0178053746109499,0.3530233536353883
mlp_mod_5500,test,doctor,0.0105957639787126,0.3635723120806848
mlp_mod_6000,validation,soldier,0.0178920599248479,0.3441597099470742
mlp_mod_6000,validation,engineer,0.0101344218368039,0.3424390877651818
mlp_mod_6000,validation,social worker,0.0096691448022337,0.3467244670233306
mlp_mod_6000,validation,florist,0.0084705102969618,0.3523185899590744
mlp_mod_6000,validation,lawyer,0.0079526110168765,0.3415787865352981
mlp_mod_6000,validation,journalist,0.0095183317385175,0.3626313546453328
mlp_mod_6000,test,firefighter,0.0124285011826192,0.3630398064851761
mlp_mod_6000,test,mechanic,0.0176103727563339,0.360503663911539
mlp_mod_6000,test,makeup artist,0.0103317609823801,0.3624617611879812
mlp_mod_6000,test,nurse,0.0364255139275508,0.3539813234306433
mlp_mod_6000,test,artist,0.0110071771504247,0.3470105239573647
mlp_mod_6000,test,doctor,0.0123995694824877,0.3720055510673453
mlp_mod_6500,validation,soldier,0.0153426926802186,0.358581468462944
mlp_mod_6500,validation,engineer,0.0098194981213001,0.3538481208002743
mlp_mod_6500,validation,social worker,0.0118091172155211,0.359024171005277
mlp_mod_6500,validation,florist,0.0091273397864664,0.3560169916599989
mlp_mod_6500,validation,lawyer,0.0085937943966949,0.3508066647850415
mlp_mod_6500,validation,journalist,0.0114291073644862,0.3712529678116826
mlp_mod_6500,test,firefighter,0.0097596144084544,0.3738823878743192
mlp_mod_6500,test,mechanic,0.0150132927605334,0.3664868720533216
mlp_mod_6500,test,makeup artist,0.0147590224138077,0.3747641780578038
mlp_mod_6500,test,nurse,0.0361600872129201,0.3592428171678501
mlp_mod_6500,test,artist,0.0120488023933242,0.3564448387307279
mlp_mod_6500,test,doctor,0.0121759878581061,0.3748439165818341
mlp_mod_7000,validation,soldier,0.0130271048230283,0.3519495350911337
mlp_mod_7000,validation,engineer,0.0086084069026743,0.3471654179670355
mlp_mod_7000,validation,social worker,0.0119629147298195,0.349932427134584
mlp_mod_7000,validation,florist,0.0078258215285399,0.3502588251276928
mlp_mod_7000,validation,lawyer,0.009435848935562,0.3415843740324764
mlp_mod_7000,validation,journalist,0.0132333269233212,0.365900274256573
mlp_mod_7000,test,firefighter,0.0094077915281933,0.366000848931863
mlp_mod_7000,test,mechanic,0.0130635400247924,0.3593763390227276
mlp_mod_7000,test,makeup artist,0.0144146858331035,0.3661967984893742
mlp_mod_7000,test,nurse,0.033544204526526,0.349748657851973
mlp_mod_7000,test,artist,0.0130925243172575,0.348318190259092
mlp_mod_7000,test,doctor,0.0099530413965968,0.3653023248428808
mlp_mod_7500,validation,soldier,0.0126425925203982,0.3486348713802941
mlp_mod_7500,validation,engineer,0.011375360081301,0.3445018787375268
mlp_mod_7500,validation,social worker,0.0172720391522435,0.3443446744452504
mlp_mod_7500,validation,florist,0.0110188641530625,0.3480738307185033
mlp_mod_7500,validation,lawyer,0.0141969711574561,0.3426831337787649
mlp_mod_7500,validation,journalist,0.0185390851624748,0.3627664016778855
mlp_mod_7500,test,firefighter,0.0092708988882162,0.3623752120663138
mlp_mod_7500,test,mechanic,0.0124465322450679,0.3587222659193417
mlp_mod_7500,test,makeup artist,0.0213510855374967,0.3683382565265192
mlp_mod_7500,test,nurse,0.0397008189602809,0.3510804043754059
mlp_mod_7500,test,artist,0.0194448065012693,0.3508287628783899
mlp_mod_7500,test,doctor,0.0104949255199993,0.3653782658717212
mlp_mod_8000,validation,soldier,0.0132771740284036,0.3620816976489389
mlp_mod_8000,validation,engineer,0.0117550610071595,0.3578008360174649
mlp_mod_8000,validation,social worker,0.017475863918662,0.3561343567117172
mlp_mod_8000,validation,florist,0.0116931555025717,0.3611794090008034
mlp_mod_8000,validation,lawyer,0.0149864321026731,0.3529453857199234
mlp_mod_8000,validation,journalist,0.0167261119384099,0.3765545873628819
mlp_mod_8000,test,firefighter,0.0102878124179208,0.3787729866145288
mlp_mod_8000,test,mechanic,0.0131428965969997,0.3687327599481624
mlp_mod_8000,test,makeup artist,0.0232743145350147,0.3788854383370456
mlp_mod_8000,test,nurse,0.0401549094959216,0.3616866610725136
mlp_mod_8000,test,artist,0.0187319188981371,0.3614323460770881
mlp_mod_8000,test,doctor,0.0112682619296452,0.3757065881920211
mlp_mod_8500,validation,soldier,0.0164194013923406,0.3560910298324683
mlp_mod_8500,validation,engineer,0.010120392886593,0.3533921527183231
mlp_mod_8500,validation,social worker,0.0098244123818243,0.3559745803256245
mlp_mod_8500,validation,florist,0.0098622778759283,0.3582702741465148
mlp_mod_8500,validation,lawyer,0.0089793613399652,0.3466290286468232
mlp_mod_8500,validation,journalist,0.0096824036582427,0.3723616274621557
mlp_mod_8500,test,firefighter,0.0132097753093523,0.3753654284074026
mlp_mod_8500,test,mechanic,0.0148466494591797,0.3659338753889589
mlp_mod_8500,test,makeup artist,0.0127472208045861,0.3750274975729339
mlp_mod_8500,test,nurse,0.0349290174815584,0.3572107243406422
mlp_mod_8500,test,artist,0.0127324891988845,0.3584322333883713
mlp_mod_8500,test,doctor,0.0137066775385071,0.3729138762197074
mlp_mod_9000,validation,soldier,0.0123182158259784,0.3413144569186603
mlp_mod_9000,validation,engineer,0.0110519176677745,0.3376712884534807
mlp_mod_9000,validation,social worker,0.0135626276845441,0.3386988077750977
mlp_mod_9000,validation,florist,0.0095863967914791,0.3405746185385129
mlp_mod_9000,validation,lawyer,0.013215768534471,0.329752704128623
mlp_mod_9000,validation,journalist,0.0149133724763112,0.3601961278301828
mlp_mod_9000,test,firefighter,0.0095841076005907,0.3595555573701858
mlp_mod_9000,test,mechanic,0.0118743707151973,0.3482873823274584
mlp_mod_9000,test,makeup artist,0.0190311316400766,0.3615225054981077
mlp_mod_9000,test,nurse,0.0355181512148941,0.3401014487094739
mlp_mod_9000,test,artist,0.0174957973992123,0.3458553416764034
mlp_mod_9000,test,doctor,0.0098719250629929,0.356415725148776
mlp_mod_9500,validation,soldier,0.0135061915087349,0.3459190571790232
mlp_mod_9500,validation,engineer,0.0099743727923316,0.3439259016886353
mlp_mod_9500,validation,social worker,0.010943672784111,0.3456483602742938
mlp_mod_9500,validation,florist,0.0086777142303831,0.3501428269288119
mlp_mod_9500,validation,lawyer,0.0111520313383901,0.3349208562251399
mlp_mod_9500,validation,journalist,0.0125704656957703,0.3642517659703598
mlp_mod_9500,test,firefighter,0.0096301355344407,0.3646153818596812
mlp_mod_9500,test,mechanic,0.0121804471401607,0.355666453785756
mlp_mod_9500,test,makeup artist,0.0171617853510029,0.3677069357431987
mlp_mod_9500,test,nurse,0.0322972686194321,0.344566049054265
mlp_mod_9500,test,artist,0.0156130459817016,0.3519565066432251
mlp_mod_9500,test,doctor,0.010476840988678,0.3610090841265285
mlp_mod_10000,validation,soldier,0.0131753129775033,0.3508566827239359
mlp_mod_10000,validation,engineer,0.0103039200801183,0.3510230260846369
mlp_mod_10000,validation,social worker,0.0115253617439199,0.3513390041668625
mlp_mod_10000,validation,florist,0.009029685793554,0.3554131603416274
mlp_mod_10000,validation,lawyer,0.011517499190043,0.3413935659781975
mlp_mod_10000,validation,journalist,0.0121467042276087,0.3714260863249792
mlp_mod_10000,test,firefighter,0.009595068062053,0.3703812141628826
mlp_mod_10000,test,mechanic,0.011866652242401,0.3606230367851608
mlp_mod_10000,test,makeup artist,0.0189972077222431,0.3726586416801986
mlp_mod_10000,test,nurse,0.0351096851860775,0.35134283124524
mlp_mod_10000,test,artist,0.0158749222207595,0.3573757637401714
mlp_mod_10000,test,doctor,0.0105164162814617,0.3680703050511725
mlp_mod_10500,validation,soldier,0.0127411392681738,0.3489370626561782
mlp_mod_10500,validation,engineer,0.0110216368647182,0.3458123306798584
mlp_mod_10500,validation,social worker,0.0124656025539426,0.3451493772513726
mlp_mod_10500,validation,florist,0.0096796005964279,0.3485456534168299
mlp_mod_10500,validation,lawyer,0.0129508251214728,0.3375889710424578
mlp_mod_10500,validation,journalist,0.013452539603938,0.3649687409291373
mlp_mod_10500,test,firefighter,0.0099500476875725,0.3666987931903671
mlp_mod_10500,test,mechanic,0.012103406164576,0.3568007341202567
mlp_mod_10500,test,makeup artist,0.0203067834543831,0.3693340018610744
mlp_mod_10500,test,nurse,0.0354509360211737,0.3478323157657595
mlp_mod_10500,test,artist,0.0176528315881595,0.3533164988655378
mlp_mod_10500,test,doctor,0.010499533265829,0.3646628293482696
mlp_mod_11000,validation,soldier,0.0127883613766992,0.3475655655869666
mlp_mod_11000,validation,engineer,0.0102361516260048,0.3430136719389873
mlp_mod_11000,validation,social worker,0.0122253409422495,0.3431433313252294
mlp_mod_11000,validation,florist,0.0093831511981347,0.346516630228828
mlp_mod_11000,validation,lawyer,0.0124563630670309,0.3352273693856071
mlp_mod_11000,validation,journalist,0.0134108271449804,0.3635182452990728
mlp_mod_11000,test,firefighter,0.0096246918992084,0.3644516188651323
mlp_mod_11000,test,mechanic,0.0118995689074782,0.3542098266017787
mlp_mod_11000,test,makeup artist,0.0192030792069785,0.3670350791996016
mlp_mod_11000,test,nurse,0.0352913385585827,0.3467620995772235
mlp_mod_11000,test,artist,0.016487814431243,0.351440280511537
mlp_mod_11000,test,doctor,0.010360890889869,0.3626553429400219
mlp_mod_11272,validation,soldier,0.0127608391511089,0.3501212124657981
mlp_mod_11272,validation,engineer,0.0103590869180419,0.3455199247006984
mlp_mod_11272,validation,social worker,0.012429199017146,0.3461132536039633
mlp_mod_11272,validation,florist,0.0094578095218714,0.3496583437218385
mlp_mod_11272,validation,lawyer,0.0125631922855973,0.3378162383485366
mlp_mod_11272,validation,journalist,0.0136818768566145,0.3657220257994006
mlp_mod_11272,test,firefighter,0.0095713874872993,0.3667336104109007
mlp_mod_11272,test,mechanic,0.0118810955215902,0.3568388497566475
mlp_mod_11272,test,makeup artist,0.0195166172788423,0.3695845244561924
mlp_mod_11272,test,nurse,0.035842180799912,0.3490946401348885
mlp_mod_11272,test,artist,0.0167513526976108,0.3538533758152933
mlp_mod_11272,test,doctor,0.010324340313673,0.3646790291018346
att_mod_500,validation,soldier,0.0334321921691298,0.3449302713989335
att_mod_500,validation,engineer,0.0218228406875449,0.3211677868247908
att_mod_500,validation,social worker,0.0196568757733877,0.3535661620690542
att_mod_500,validation,florist,0.019367707098889,0.3316280854153721
att_mod_500,validation,lawyer,0.0165942051612279,0.3464695667738424
att_mod_500,validation,journalist,0.0297711201231269,0.3647722413434702
att_mod_500,test,firefighter,0.029466988874928,0.3374345623340238
att_mod_500,test,mechanic,0.0210876236121882,0.3187769039753167
att_mod_500,test,makeup artist,0.0524049782577683,0.3454292981940157
att_mod_500,test,nurse,0.0642198029741206,0.3592688948299516
att_mod_500,test,artist,0.0294339216369039,0.392419067923637
att_mod_500,test,doctor,0.0252118743956089,0.3779421922038583
att_mod_1000,validation,soldier,0.0258973870590767,0.2772810613900861
att_mod_1000,validation,engineer,0.0155600754215436,0.2728669193080243
att_mod_1000,validation,social worker,0.0127539539380985,0.3294398700270582
att_mod_1000,validation,florist,0.0211639874340856,0.288248872713131
att_mod_1000,validation,lawyer,0.012589797596721,0.2903314834351049
att_mod_1000,validation,journalist,0.0092233787016833,0.2742511677720091
att_mod_1000,test,firefighter,0.0249288749388035,0.2866007163025
att_mod_1000,test,mechanic,0.0088891302071073,0.274973893264199
att_mod_1000,test,makeup artist,0.0076435581945321,0.3267988662290222
att_mod_1000,test,nurse,0.0134973909212824,0.2828194959472646
att_mod_1000,test,artist,0.0148515090455903,0.2826334751375458
att_mod_1000,test,doctor,0.0125656488680225,0.302712699973627
att_mod_1500,validation,soldier,0.0098384364562876,0.2397617334499955
att_mod_1500,validation,engineer,0.0065672071650624,0.2389913001371657
att_mod_1500,validation,social worker,0.0129034998004927,0.253006604993168
att_mod_1500,validation,florist,0.0169684249250327,0.2249996462727294
att_mod_1500,validation,lawyer,0.0077622447382001,0.2363609249758369
att_mod_1500,validation,journalist,0.0049010980326463,0.2219572557574685
att_mod_1500,test,firefighter,0.0055461336639435,0.2211152322535567
att_mod_1500,test,mechanic,0.007975397960228,0.2397763935082099
att_mod_1500,test,makeup artist,0.0424328225062173,0.2689643031095757
att_mod_1500,test,nurse,0.0132813799359342,0.255128823713783
att_mod_1500,test,artist,0.0111117594711044,0.2698136222384432
att_mod_1500,test,doctor,0.0121388433720259,0.2894692411646247
att_mod_2000,validation,soldier,0.0119573386550387,0.2914850521449219
att_mod_2000,validation,engineer,0.0351537865696146,0.3038596626206794
att_mod_2000,validation,social worker,0.0265938591431168,0.2935776620665017
att_mod_2000,validation,florist,0.0101080517668057,0.2750946633408175
att_mod_2000,validation,lawyer,0.020514788927839,0.3197611993836129
att_mod_2000,validation,journalist,0.0215601428028415,0.2860075733898317
att_mod_2000,test,firefighter,0.0192162233459598,0.294033846927478
att_mod_2000,test,mechanic,0.0351345687830711,0.3075661086477339
att_mod_2000,test,makeup artist,0.037005187724443,0.3005655845079352
att_mod_2000,test,nurse,0.0475866403704618,0.3007910712622106
att_mod_2000,test,artist,0.0234224428696667,0.3015931296326658
att_mod_2000,test,doctor,0.0322199967580244,0.3242237378623994
att_mod_2500,validation,soldier,0.0153991875841337,0.2731299510992625
att_mod_2500,validation,engineer,0.0101277366390123,0.2787621353807695
att_mod_2500,validation,social worker,0.0088805796249824,0.2702807108049883
att_mod_2500,validation,florist,0.0103300629074082,0.2642009612172842
att_mod_2500,validation,lawyer,0.0081593859940767,0.2803286827881546
att_mod_2500,validation,journalist,0.0092944232746958,0.2684036997859092
att_mod_2500,test,firefighter,0.0064154994838378,0.2771173944587217
att_mod_2500,test,mechanic,0.0099963806021739,0.2862678776659509
att_mod_2500,test,makeup artist,0.0316593391711221,0.3296926156343782
att_mod_2500,test,nurse,0.0108663043664658,0.2966041148037595
att_mod_2500,test,artist,0.0080929436885258,0.2993198657298789
att_mod_2500,test,doctor,0.0160438762977719,0.310259592390674
att_mod_3000,validation,soldier,0.01707637666122,0.2917749881196548
att_mod_3000,validation,engineer,0.0090860457652631,0.2961364843718269
att_mod_3000,validation,social worker,0.0078251794638002,0.2719573850798256
att_mod_3000,validation,florist,0.0073582394158138,0.2618507600444205
att_mod_3000,validation,lawyer,0.009839129031581,0.2870684666011263
att_mod_3000,validation,journalist,0.0124702590572483,0.2762020812095964
att_mod_3000,test,firefighter,0.0093828612281119,0.2777797638383858
att_mod_3000,test,mechanic,0.009197499082588,0.2844991111744414
att_mod_3000,test,makeup artist,0.0079438168117228,0.3001545204178375
att_mod_3000,test,nurse,0.0133687178878223,0.2956009317627724
att_mod_3000,test,artist,0.0118844429140581,0.3040785402716959
att_mod_3000,test,doctor,0.008924030150999,0.3030248373637305
att_mod_3500,validation,soldier,0.026745817350114,0.3018399348811191
att_mod_3500,validation,engineer,0.0139717530897435,0.3149802398813121
att_mod_3500,validation,social worker,0.006693032953669,0.259697935598738
att_mod_3500,validation,florist,0.0202476875308681,0.2687482564326595
att_mod_3500,validation,lawyer,0.0163987766513053,0.3045158788342686
att_mod_3500,validation,journalist,0.0124184140825972,0.2927353588097235
att_mod_3500,test,firefighter,0.0200942907044116,0.3081416265272042
att_mod_3500,test,mechanic,0.0152576833634692,0.295667559511083
att_mod_3500,test,makeup artist,0.007000241538181,0.3012718487092677
att_mod_3500,test,nurse,0.0164110804086222,0.3174275765743325
att_mod_3500,test,artist,0.0139420033596894,0.3056043987984166
att_mod_3500,test,doctor,0.0179015550324145,0.3065615628352937
att_mod_4000,validation,soldier,0.0204137654098517,0.3089192508007674
att_mod_4000,validation,engineer,0.0127700668047456,0.3265265949508723
att_mod_4000,validation,social worker,0.0128391593256417,0.3098511776941664
att_mod_4000,validation,florist,0.0130920615047216,0.3059384620145839
att_mod_4000,validation,lawyer,0.0131875426125,0.3096551909933195
att_mod_4000,validation,journalist,0.0106408945558702,0.312741342384149
att_mod_4000,test,firefighter,0.0127000545206315,0.3162964356186635
att_mod_4000,test,mechanic,0.0138695333153009,0.3057102978448657
att_mod_4000,test,makeup artist,0.0264923407093567,0.347699112861472
att_mod_4000,test,nurse,0.0150965889367987,0.3458485356805956
att_mod_4000,test,artist,0.0111188594909275,0.3218173918259494
att_mod_4000,test,doctor,0.0125038027215529,0.3321234389372608
att_mod_4500,validation,soldier,0.026595000835026,0.3140100264812217
att_mod_4500,validation,engineer,0.0154236098203588,0.3333980904563385
att_mod_4500,validation,social worker,0.0063840477343867,0.292343516341027
att_mod_4500,validation,florist,0.0283752244842403,0.2917011885301155
att_mod_4500,validation,lawyer,0.0136381880763699,0.3225311100044671
att_mod_4500,validation,journalist,0.0120433870264712,0.3247805876547799
att_mod_4500,test,firefighter,0.0198356275830198,0.3156556432299754
att_mod_4500,test,mechanic,0.0106652360957335,0.3057019284871571
att_mod_4500,test,makeup artist,0.0080109900411437,0.3307532648391583
att_mod_4500,test,nurse,0.0163931038011522,0.3487827703356743
att_mod_4500,test,artist,0.0098005346953868,0.3228701543720329
att_mod_4500,test,doctor,0.0219451374209979,0.3389225962626583
att_mod_5000,validation,soldier,0.0261886431013836,0.3195923108826665
att_mod_5000,validation,engineer,0.0175478165859685,0.3305378704167464
att_mod_5000,validation,social worker,0.0127133705160197,0.3251839179326506
att_mod_5000,validation,florist,0.0157745253732975,0.311927994055783
att_mod_5000,validation,lawyer,0.0172303146956598,0.3135729604126775
att_mod_5000,validation,journalist,0.0250364042380276,0.3223523146965924
att_mod_5000,test,firefighter,0.023836356752059,0.32491925577907
att_mod_5000,test,mechanic,0.0162705476669704,0.3068764286444467
att_mod_5000,test,makeup artist,0.0107841982560999,0.3426830194452229
att_mod_5000,test,nurse,0.0154949314892292,0.3464757828589748
att_mod_5000,test,artist,0.0138520982992999,0.3177436538698042
att_mod_5000,test,doctor,0.0188688169069149,0.3243790661149165
att_mod_5500,validation,soldier,0.0204462140579434,0.3550517805578077
att_mod_5500,validation,engineer,0.0101428711239029,0.3624427699867417
att_mod_5500,validation,social worker,0.0161540569627986,0.3281894453308162
att_mod_5500,validation,florist,0.0088120577309061,0.313582663259962
att_mod_5500,validation,lawyer,0.0077763603014104,0.3477344828493455
att_mod_5500,validation,journalist,0.0078608119750724,0.3397860121639335
